"thesaurus_bdd";"Nom français V1";"Nom latin V1";"Type de modification";"Nom français V2";"Nom latin V2";"Rang 1";"Rang 2";"Rang 3";"Rang 4";"Regroupement1a";"Regroupement1b";"Regroupement2a";"Regroupement2b";"Regroupement3";"Embranchement";"Sous-embranchement";"Classe";"Sous_classe&Infra_classe";"Ordre";"SousOrdre";"Famille";"Type taxon";"Niv_deter_global";"Niv_deter_detail";"Nb_sp";"Protocole Aspifaune";"Protocole Noctambules";"Protocole Escargot";"Protocole vers";"id_thesaurus_final";"id_thesaurus_bdd"
"qubs.taxon";"Les Grandes Formicines noires";"Formicinae";"";"Les Grandes Formicines noires";"Formicinae";"Les Fourmis (Formicidae)";"Les Formicines et Dolichoderines (Formicinae, Dolichoderinae)";"Les Grandes Formicines noires (Formicinae)";"";"Les Insectes";"Les Fourmis";"Les Insectes";"Les Fourmis";"Les Fourmis";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hymenoptera";"";"";"taxon intermédiaire";"Plusieurs genres/espèces de Formicinae, de grande taille et de couleur noire";"Plusieurs genres/espèces de Formicinae, de grande taille et de couleur noire";"";"1";"1";"0";"0";"145";"180"
"qubs.taxon";"La Camponote trompeuse";"Camponotus fallax";"";"La Camponote trompeuse";"Camponotus fallax";"Les Fourmis (Formicidae)";"Les Formicines et Dolichoderines (Formicinae, Dolichoderinae)";"Les Grandes Formicines noires (Formicinae)";"";"Les Insectes";"Les Fourmis";"Les Insectes";"Les Fourmis";"Les Fourmis";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hymenoptera";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"146";"181"
"qubs.taxon";"Les Camponotes noires";"Camponotus";"";"Les Camponotes noires";"Camponotus";"Les Fourmis (Formicidae)";"Les Formicines et Dolichoderines (Formicinae, Dolichoderinae)";"Les Grandes Formicines noires (Formicinae)";"";"Les Insectes";"Les Fourmis";"Les Insectes";"Les Fourmis";"Les Fourmis";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hymenoptera";"";"";"taxon terminal";"Genre";"Genre";"";"1";"1";"0";"0";"147";"182"
"qubs.taxon";"Les Formica noires";"Formica";"";"Les Formica noires";"Formica";"Les Fourmis (Formicidae)";"Les Formicines et Dolichoderines (Formicinae, Dolichoderinae)";"Les Grandes Formicines noires (Formicinae)";"";"Les Insectes";"Les Fourmis";"Les Insectes";"Les Fourmis";"Les Fourmis";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hymenoptera";"";"";"taxon terminal";"Morphoespèce";"Plusieurs espèces du genre Formica ayant une caractéristique morphologique proche : corps noir.";"";"1";"1";"0";"0";"148";"183"
"qubs.taxon";"Les Fourmis du Sahara";"Cataglyphis piliscapa et cursor";"";"Les Fourmis du Sahara";"Cataglyphis piliscapa et cursor";"Les Fourmis (Formicidae)";"Les Formicines et Dolichoderines (Formicinae, Dolichoderinae)";"Les Grandes Formicines noires (Formicinae)";"";"Les Insectes";"Les Fourmis";"Les Insectes";"Les Fourmis";"Les Fourmis";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hymenoptera";"";"";"taxon terminal";"Morphoespèce";"Deux espèces du même genre.";"2";"1";"1";"0";"0";"149";"184"
"qubs.taxon";"Les Petites Fourmis à pétiole court";"Formicinae, Dolichoderinae";"";"Les Petites Fourmis à pétiole court";"Formicinae, Dolichoderinae";"Les Fourmis (Formicidae)";"Les Formicines et Dolichoderines (Formicinae, Dolichoderinae)";"Les Petites Fourmis à pétiole court (Formicinae, Dolichoderinae)";"";"Les Insectes";"Les Fourmis";"Les Insectes";"Les Fourmis";"Les Fourmis";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hymenoptera";"";"";"taxon intermédiaire";"Plusieurs sous-familles";"xxx";"";"1";"1";"0";"0";"140";"172"
"qubs.taxon";"La Fourmi d' Argentine";"Linepithema humile";"";"La Fourmi d' Argentine";"Linepithema humile";"Les Fourmis (Formicidae)";"Les Formicines et Dolichoderines (Formicinae, Dolichoderinae)";"Les Petites Fourmis à pétiole court (Formicinae, Dolichoderinae)";"";"Les Insectes";"Les Fourmis";"Les Insectes";"Les Fourmis";"Les Fourmis";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hymenoptera";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"142";"174"
"qubs.taxon";"La Lasius fuligineuse";"Lasius fuliginosus";"";"La Lasius fuligineuse";"Lasius fuliginosus";"Les Fourmis (Formicidae)";"Les Formicines et Dolichoderines (Formicinae, Dolichoderinae)";"Les Petites Fourmis à pétiole court (Formicinae, Dolichoderinae)";"";"Les Insectes";"Les Fourmis";"Les Insectes";"Les Fourmis";"Les Fourmis";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hymenoptera";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"143";"177"
"qubs.taxon";"Les Fourmies odorantes";"Tapinoma";"";"Les Fourmies odorantes";"Tapinoma";"Les Fourmis (Formicidae)";"Les Formicines et Dolichoderines (Formicinae, Dolichoderinae)";"Les Petites Fourmis à pétiole court (Formicinae, Dolichoderinae)";"";"Les Insectes";"Les Fourmis";"Les Insectes";"Les Fourmis";"Les Fourmis";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hymenoptera";"";"";"taxon terminal";"Genre";"Genre";"5";"1";"1";"0";"0";"141";"173"
"qubs.taxon";"Les Fourmis infatiguables";"Plagiolepis pygmaea et autres espèces";"modif_appelation";"Les Fourmis infatiguables";"Plagiolepis";"Les Fourmis (Formicidae)";"Les Formicines et Dolichoderines (Formicinae, Dolichoderinae)";"Les Petites Fourmis à pétiole court (Formicinae, Dolichoderinae)";"";"Les Insectes";"Les Fourmis";"Les Insectes";"Les Fourmis";"Les Fourmis";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hymenoptera";"";"";"taxon terminal";"Genre";"Genre";"5";"1";"1";"0";"0";"26";"176"
"qubs.taxon";"Les Lasius bicolores";"Lasius emarginatus et brunneus";"";"Les Lasius bicolores";"Lasius emarginatus et brunneus";"Les Fourmis (Formicidae)";"Les Formicines et Dolichoderines (Formicinae, Dolichoderinae)";"Les Petites Fourmis à pétiole court (Formicinae, Dolichoderinae)";"";"Les Insectes";"Les Fourmis";"Les Insectes";"Les Fourmis";"Les Fourmis";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hymenoptera";"";"";"taxon terminal";"Morphoespèce";"Deux espèces du genre Lasius, avec une caractéristique morphologique commune : corps bicolore";"2";"1";"1";"0";"0";"144";"178"
"qubs.taxon";"Les Lasius jaunes";"Lasius flavus et autres espèces";"modif_appelation";"Les Lasius jaunes";"Lasius";"Les Fourmis (Formicidae)";"Les Formicines et Dolichoderines (Formicinae, Dolichoderinae)";"Les Petites Fourmis à pétiole court (Formicinae, Dolichoderinae)";"";"Les Insectes";"Les Fourmis";"Les Insectes";"Les Fourmis";"Les Fourmis";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hymenoptera";"";"";"taxon terminal";"Morphoespèce";"Plusieurs espèces du genre Lasius, avec une caractéristique morphologique commune : corps jaunâtre";"12";"1";"1";"0";"0";"27";"179"
"qubs.taxon";"Les Lasius noires à petite tête";"Lasius niger et autres espèces";"modif_appelation";"Les Lasius noires à petite tête";"Lasius";"Les Fourmis (Formicidae)";"Les Formicines et Dolichoderines (Formicinae, Dolichoderinae)";"Les Petites Fourmis à pétiole court (Formicinae, Dolichoderinae)";"";"Les Insectes";"Les Fourmis";"Les Insectes";"Les Fourmis";"Les Fourmis";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hymenoptera";"";"";"taxon terminal";"Morphoespèce";"Plusieurs espèces du genre Lasius, avec une caractéristique morphologique commune : corps brun ou noir";"10";"1";"1";"0";"0";"25";"175"
"qubs.taxon";"";"";"ajoutV2";"Les Myrmicines";"Myrmicinae";"Les Fourmis (Formicidae)";"Les Myrmicines (Myrmicinae)";"";"";"Les Insectes";"Les Fourmis";"Les Insectes";"Les Fourmis";"Les Fourmis";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hymenoptera";"";"";"taxon intermédiaire";"Sous-famille";"Sous-famille";"";"1";"1";"0";"0";"1";NA
"qubs.taxon";"Les Grandes Myrmicines noires ou brun foncé";"Myrmicinae";"";"Les Grandes Myrmicines noires ou brun foncé";"Myrmicinae";"Les Fourmis (Formicidae)";"Les Myrmicines (Myrmicinae)";"Les Grandes Myrmicines noires ou brun foncé (Myrmicinae)";"";"Les Insectes";"Les Fourmis";"Les Insectes";"Les Fourmis";"Les Fourmis";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hymenoptera";"";"";"taxon intermédiaire";"Plusieurs genres";"Plusieurs genres/espèces de Myrmicinae, de grande taille et de couleur noire ou brune";"";"1";"1";"0";"0";"138";"169"
"qubs.taxon";"Les Aphaenogaster poilues";"Aphaenogaster senilis et spinosa";"";"Les Aphaenogaster poilues";"Aphaenogaster senilis et spinosa";"Les Fourmis (Formicidae)";"Les Myrmicines (Myrmicinae)";"Les Grandes Myrmicines noires ou brun foncé (Myrmicinae)";"";"Les Insectes";"Les Fourmis";"Les Insectes";"Les Fourmis";"Les Fourmis";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hymenoptera";"";"";"taxon terminal";"Morphoespèce";"Genre ??";"6";"1";"1";"0";"0";"139";"170"
"qubs.taxon";"Les Fourmis moissonneuses";"Messor barbarus et autres espèces";"modif_appelation";"Les Fourmis moissonneuses";"Messor";"Les Fourmis (Formicidae)";"Les Myrmicines (Myrmicinae)";"Les Grandes Myrmicines noires ou brun foncé (Myrmicinae)";"";"Les Insectes";"Les Fourmis";"Les Insectes";"Les Fourmis";"Les Fourmis";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hymenoptera";"";"";"taxon terminal";"Genre";"Genre";"6";"1";"1";"0";"0";"24";"171"
"qubs.taxon";"Les Grandes Myrmicines rousses";"Myrmicinae";"";"Les Grandes Myrmicines rousses";"Myrmicinae";"Les Fourmis (Formicidae)";"Les Myrmicines (Myrmicinae)";"Les Grandes Myrmicines rousses (Myrmicinae)";"";"Les Insectes";"Les Fourmis";"Les Insectes";"Les Fourmis";"Les Fourmis";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hymenoptera";"";"";"taxon intermédiaire";"Plusieurs genres";"Plusieurs genres/espèces de Myrmicinae, de grande taille et de couleur rousse";"";"1";"1";"0";"0";"136";"166"
"qubs.taxon";"La Grosse Fourmi rousse";"Manica rubida";"";"La Grosse Fourmi rousse";"Manica rubida";"Les Fourmis (Formicidae)";"Les Myrmicines (Myrmicinae)";"Les Grandes Myrmicines rousses (Myrmicinae)";"";"Les Insectes";"Les Fourmis";"Les Insectes";"Les Fourmis";"Les Fourmis";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hymenoptera";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"137";"167"
"qubs.taxon";"Les Fourmis rouges";"Myrmica";"modif_appelation";"Les Fourmis Myrmica";"Myrmica";"Les Fourmis (Formicidae)";"Les Myrmicines (Myrmicinae)";"Les Grandes Myrmicines rousses (Myrmicinae)";"";"Les Insectes";"Les Fourmis";"Les Insectes";"Les Fourmis";"Les Fourmis";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hymenoptera";"";"";"taxon terminal";"Genre";"Genre";"21";"1";"1";"0";"0";"23";"168"
"qubs.taxon";"Les Petites Myrmicines claires ou colorées";"Myrmicinae";"";"Les Petites Myrmicines claires ou colorées";"Myrmicinae";"Les Fourmis (Formicidae)";"Les Myrmicines (Myrmicinae)";"Les Petites Myrmicines claires ou colorées (Myrmicinae)";"";"Les Insectes";"Les Fourmis";"Les Insectes";"Les Fourmis";"Les Fourmis";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hymenoptera";"";"";"taxon intermédiaire";"Plusieurs genres";"xxx";"";"1";"1";"0";"0";"133";"163"
"qubs.taxon";"La Fourmi Acrobate à tête rouge";"Crematogaster scutellaris";"";"La Fourmi Acrobate à tête rouge";"Crematogaster scutellaris";"Les Fourmis (Formicidae)";"Les Myrmicines (Myrmicinae)";"Les Petites Myrmicines claires ou colorées (Myrmicinae)";"";"Les Insectes";"Les Fourmis";"Les Insectes";"Les Fourmis";"Les Fourmis";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hymenoptera";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"134";"164"
"qubs.taxon";"La Pheidole";"Pheidole pallidula";"";"La Pheidole";"Pheidole pallidula";"Les Fourmis (Formicidae)";"Les Myrmicines (Myrmicinae)";"Les Petites Myrmicines claires ou colorées (Myrmicinae)";"";"Les Insectes";"Les Fourmis";"Les Insectes";"Les Fourmis";"Les Fourmis";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hymenoptera";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"135";"165"
"qubs.taxon";"Les Petites Myrmicines noires ou brun foncé";"Myrmicinae";"";"Les Petites Myrmicines noires ou brun foncé";"Myrmicinae";"Les Fourmis (Formicidae)";"Les Myrmicines (Myrmicinae)";"Les Petites Myrmicines noires ou brun foncé (Myrmicinae)";"";"Les Insectes";"Les Fourmis";"Les Insectes";"Les Fourmis";"Les Fourmis";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hymenoptera";"";"";"taxon intermédiaire";"Plusieurs genres";"xxx";"";"1";"1";"0";"0";"130";"160"
"qubs.taxon";"La Fourmi des pelouses";"Myrmecina graminicola";"";"La Fourmi des pelouses";"Myrmecina graminicola";"Les Fourmis (Formicidae)";"Les Myrmicines (Myrmicinae)";"Les Petites Myrmicines noires ou brun foncé (Myrmicinae)";"";"Les Insectes";"Les Fourmis";"Les Insectes";"Les Fourmis";"Les Fourmis";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hymenoptera";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"132";"162"
"qubs.taxon";"Les Fourmis Acrobates à tête noire";"Crematogaster sordidula et auberti";"";"Les Fourmis Acrobates à tête noire";"Crematogaster sordidula et auberti";"Les Fourmis (Formicidae)";"Les Myrmicines (Myrmicinae)";"Les Petites Myrmicines noires ou brun foncé (Myrmicinae)";"";"Les Insectes";"Les Fourmis";"Les Insectes";"Les Fourmis";"Les Fourmis";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hymenoptera";"";"";"taxon terminal";"Morphoespèce";"Deux espèces du même genre.";"2";"1";"1";"0";"0";"131";"161"
"qubs.taxon";"Les Guêpes aptères, femelles";"Tiphiidae, Cryptinae";"";"Les Guêpes aptères, femelles";"Tiphiidae, Cryptinae";"Les Guêpes aptères, femelles (Tiphiidae, Cryptinae)";"";"";"";"Les Insectes";"Les Autres insectes";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hymenoptera";"";"";"taxon terminal";"Plusieurs familles";"xxxx";"";"1";"1";"0";"0";"126";"156"
"qubs.taxon";"Les Mutilles, femelles";"Mutillidae";"";"Les Mutilles, femelles";"Mutillidae";"Les Mutilles, femelles (Mutillidae)";"";"";"";"Les Insectes";"Les Autres insectes";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Hymenoptera";"";"";"taxon terminal";"Famille";"Famille, femelles";"";"1";"1";"0";"0";"125";"155"
"qubs.taxon";"Les Chenilles de Noctuelles terricoles";"Agrotis, Euxoa et autres genres";"modif_appelation";"Les Chenilles de Noctuelles terricoles";"Noctuidae";"Les Larves et chenilles (Insecta)";"";"";"";"Les Insectes";"Les Larves d'insectes";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Lepidoptera";"";"";"taxon terminal";"Famille";"Famille";"";"1";"1";"0";"0";"15";"83"
"qubs.taxon";"Les Larves et chenilles";"Insecta";"";"Les Larves et chenilles";"Insecta";"Les Larves et chenilles (Insecta)";"";"";"";"Les Insectes";"Les Larves d'insectes";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;NA;"";"";"taxon intermédiaire";"Classe";"Classe, stades larvaires";"";"1";"1";"0";"0";"63";"75"
"qubs.taxon";"Les Criquets, Grillons et Sauterelles";"Orthoptera";"";"Les Criquets, Grillons et Sauterelles";"Orthoptera";"Les Criquets, Grillons et Sauterelles (Orthoptera)";"";"";"";"Les Insectes";"Les Autres insectes";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Orthoptera";"";"";"taxon intermédiaire";"Ordre";"Ordre";"";"1";"1";"0";"0";"169";"206"
"qubs.taxon";"Les Courtilières";"Gryllotalpa gryllotalpa et autres espèces";"modif_appelation";"Les Courtilières";"Gryllotalpa";"Les Criquets, Grillons et Sauterelles (Orthoptera)";"";"";"";"Les Insectes";"Les Autres insectes";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Orthoptera";"";"";"taxon terminal";"Genre";"Genre";"";"1";"1";"0";"0";"29";"207"
"qubs.taxon";"Les Criquets";"Caelifera";"";"Les Criquets";"Caelifera";"Les Criquets, Grillons et Sauterelles (Orthoptera)";"";"";"";"Les Insectes";"Les Autres insectes";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Orthoptera";"";"";"taxon terminal";"Sous-ordre";"Sous-ordre";"";"1";"1";"0";"0";"172";"210"
"qubs.taxon";"Les Grillons";"Gryllidae";"";"Les Grillons";"Gryllidae";"Les Criquets, Grillons et Sauterelles (Orthoptera)";"";"";"";"Les Insectes";"Les Autres insectes";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Orthoptera";"";"";"taxon terminal";"Super-famille";"Super-famille";"";"1";"1";"0";"0";"170";"208"
"qubs.taxon";"Les Sauterelles";"Tettigoniidae";"";"Les Sauterelles";"Tettigoniidae";"Les Criquets, Grillons et Sauterelles (Orthoptera)";"";"";"";"Les Insectes";"Les Autres insectes";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Orthoptera";"";"";"taxon terminal";"Famille";"Famille";"";"1";"1";"0";"0";"171";"209"
"qubs.taxon";"Les Lépismes";"Lepismatidae";"";"Les Lépismes";"Lepismatidae";"Les Lépismes (Lepismatidae)";"";"";"";"Les Insectes";"Les Autres insectes";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"Zygentoma";"";"";"taxon terminal";"Famille";"Famille";"";"1";"1";"0";"0";"160";"196"
"qubs.taxon";"Les Chenilles et Fausses chenilles";"Lepidoptera, Symphyta";"";"Les Chenilles et Fausses chenilles";"Lepidoptera, Symphyta";"Les Larves et chenilles (Insecta)";"";"";"";"Les Insectes";"Les Larves d'insectes";"Les Insectes";"Les Autres insectes";"Autres arthropodes";"Arthropoda";"Pancrustacea";"Insecta";NA;"";"";"";"taxon terminal";"Plusieurs ordres";"Stades larvaire de l'ordre des Lepidoptères et des Hyménotères Symphytes.";"";"1";"1";"0";"0";"70";"82"
"qubs.taxon";"Les Cochlostomes";"Cochlostoma";"modif_appelation";"Les Cochlostomes";"Cochlostoma";"Les Escargots (Gastropoda)";"";"";"";"Les Gastéropodes";"Les Escargots";"Les Gastéropodes";"Les Escargots";"Les Escargots";"Mollusca";NA;"Gastropoda";NA;"Architaenioglossa";"";"";"taxon terminal";"Genre";"Genre";"";"1";"1";"1";"0";"12";"130"
"qubs.escargots.taxon-escargot";"Les Cochlostomes";"Cochlostoma spp.";"modif_appelation";"Les Cochlostomes";"Cochlostoma";"Les Escargots (Gastropoda)";"";"";"";"Les Gastéropodes";"Les Escargots";"Les Gastéropodes";"Les Escargots";"Les Escargots";"Mollusca";NA;"Gastropoda";NA;"Architaenioglossa";"";"";"taxon terminal";"Genre";"Genre";"";"1";"1";"1";"0";"12";"574"
"qubs.taxon";"L'Elégante striée";"Pomatias Elegans";"modif_appelation";"L'Elégante striée";"Pomatias elegans";"Les Escargots (Gastropoda)";"";"";"";"Les Gastéropodes";"Les Escargots";"Les Gastéropodes";"Les Escargots";"Les Escargots";"Mollusca";NA;"Gastropoda";NA;"Littorinimorpha";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"1";"0";"106";"129"
"qubs.escargots.taxon-escargot";"L'Elégante striée";"Pomatias elegans";"merge_QUBS";"L'Elégante striée";"Pomatias elegans";"Les Escargots (Gastropoda)";"";"";"";"Les Gastéropodes";"Les Escargots";"Les Gastéropodes";"Les Escargots";"Les Escargots";"Mollusca";NA;"Gastropoda";NA;"Littorinimorpha";"";"";"taxon terminal";"Espèce";"Espèce";"";"1";"1";"1";"0";"106";"575"
"qubs.escargots.taxon-escargot";"";"";"ajoutEscargots";"Les Escargots";"Gastropoda";"Les Escargots (Gastropoda)";"";"";"";"Les Gastéropodes";"Les Escargots";"Les Gastéropodes";"Les Escargots";"Les Escargots";"Mollusca";NA;"Gastropoda";NA;NA;"";"";"taxon intermédiaire";"Plusieurs groupes";"Plusieurs groupe de la classe des Gastropoda ayant une caractéristique morphologique commune : présence d'une coquille";"";"1";"1";"1";"0";"10";NA
"qubs.taxon";"Les Escargots";"Gastropoda";"";"Les Escargots";"Gastropoda";"Les Escargots (Gastropoda)";"";"";"";"Les Gastéropodes";"Les Escargots";"Les Gastéropodes";"Les Escargots";"Les Escargots";"Mollusca";NA;"Gastropoda";NA;NA;"";"";"taxon intermédiaire";"Plusieurs groupes";"Plusieurs groupe de la classe des Gastropoda ayant une caractéristique morphologique commune : présence d'une coquille";"";"1";"1";"1";"0";"10";NA
"qubs.escargots.taxon-escargot";"";"";"ajoutEscargots";"L' Hélice carénée";"Hygromia cinctella";"Les Escargots (Gastropoda)";"";"";"";"Les Gastéropodes";"Les Escargots";"Les Gastéropodes";"Les Escargots";"Les Escargots";"Mollusca";NA;"Gastropoda";NA;"Stylommatophora";"";"";"taxon terminal";"Espèce";"Espèce";"";"1";"1";"1";"0";"11";NA
"qubs.taxon";"";"";"ajoutV2";"L' Hélice carénée";"Hygromia cinctella";"Les Escargots (Gastropoda)";"";"";"";"Les Gastéropodes";"Les Escargots";"Les Gastéropodes";"Les Escargots";"Les Escargots";"Mollusca";NA;"Gastropoda";NA;"Stylommatophora";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"1";"0";"11";"597"
"qubs.taxon";"La Caragouille rosée";"Theba pisana";"";"La Caragouille rosée";"Theba pisana";"Les Escargots (Gastropoda)";"";"";"";"Les Gastéropodes";"Les Escargots";"Les Gastéropodes";"Les Escargots";"Les Escargots";"Mollusca";NA;"Gastropoda";NA;"Stylommatophora";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"1";"0";"122";"151"
"qubs.escargots.taxon-escargot";"La Caragouille rosée";"Theba pisana";"merge_QUBS";"La Caragouille rosée";"Theba pisana";"Les Escargots (Gastropoda)";"";"";"";"Les Gastéropodes";"Les Escargots";"Les Gastéropodes";"Les Escargots";"Les Escargots";"Mollusca";NA;"Gastropoda";NA;"Stylommatophora";"";"";"taxon terminal";"Espèce";"Espèce";"";"1";"1";"1";"0";"122";"572"
"qubs.taxon";"La Soucoupe commune";"Helicigona lapicida";"";"La Soucoupe commune";"Helicigona lapicida";"Les Escargots (Gastropoda)";"";"";"";"Les Gastéropodes";"Les Escargots";"Les Gastéropodes";"Les Escargots";"Les Escargots";"Mollusca";NA;"Gastropoda";NA;"Stylommatophora";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"1";"0";"117";"141"
"qubs.escargots.taxon-escargot";"La Soucoupe commune";"Helicigona lapicida";"merge_QUBS";"La Soucoupe commune";"Helicigona lapicida";"Les Escargots (Gastropoda)";"";"";"";"Les Gastéropodes";"Les Escargots";"Les Gastéropodes";"Les Escargots";"Les Escargots";"Mollusca";NA;"Gastropoda";NA;"Stylommatophora";"";"";"taxon terminal";"Espèce";"Espèce";"";"1";"1";"1";"0";"117";"588"
"qubs.taxon";"La Troque élégante";"Trochoidea elegans";"";"La Troque élégante";"Trochoidea elegans";"Les Escargots (Gastropoda)";"";"";"";"Les Gastéropodes";"Les Escargots";"Les Gastéropodes";"Les Escargots";"Les Escargots";"Mollusca";NA;"Gastropoda";NA;"Stylommatophora";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"1";"0";"115";"139"
"qubs.escargots.taxon-escargot";"La Troque élégante";"Trochoidea elegans";"merge_QUBS";"La Troque élégante";"Trochoidea elegans";"Les Escargots (Gastropoda)";"";"";"";"Les Gastéropodes";"Les Escargots";"Les Gastéropodes";"Les Escargots";"Les Escargots";"Mollusca";NA;"Gastropoda";NA;"Stylommatophora";"";"";"taxon terminal";"Espèce";"Espèce";"";"1";"1";"1";"0";"115";"589"
"qubs.taxon";"La Veloutée plane";"Helicodonta obvoluta";"";"La Veloutée plane";"Helicodonta obvoluta";"Les Escargots (Gastropoda)";"";"";"";"Les Gastéropodes";"Les Escargots";"Les Gastéropodes";"Les Escargots";"Les Escargots";"Mollusca";NA;"Gastropoda";NA;"Stylommatophora";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"1";"0";"114";"138"
"qubs.escargots.taxon-escargot";"La Veloutée plane";"Helicodonta obvoluta";"merge_QUBS";"La Veloutée plane";"Helicodonta obvoluta";"Les Escargots (Gastropoda)";"";"";"";"Les Gastéropodes";"Les Escargots";"Les Gastéropodes";"Les Escargots";"Les Escargots";"Mollusca";NA;"Gastropoda";NA;"Stylommatophora";"";"";"taxon terminal";"Espèce";"Espèce";"";"1";"1";"1";"0";"114";"590"
"qubs.taxon";"Le Bulime inverse";"Jaminia quadridens";"";"Le Bulime inverse";"Jaminia quadridens";"Les Escargots (Gastropoda)";"";"";"";"Les Gastéropodes";"Les Escargots";"Les Gastéropodes";"Les Escargots";"Les Escargots";"Mollusca";NA;"Gastropoda";NA;"Stylommatophora";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"1";"0";"111";"135"
"qubs.escargots.taxon-escargot";"Le Bulime inverse";"Jaminia quadridens";"merge_QUBS";"Le Bulime inverse";"Jaminia quadridens";"Les Escargots (Gastropoda)";"";"";"";"Les Gastéropodes";"Les Escargots";"Les Gastéropodes";"Les Escargots";"Les Escargots";"Mollusca";NA;"Gastropoda";NA;"Stylommatophora";"";"";"taxon terminal";"Espèce";"Espèce";"";"1";"1";"1";"0";"111";"569"
"qubs.taxon";"Le Bulime tronqué";"Rumina decollata";"";"Le Bulime tronqué";"Rumina decollata";"Les Escargots (Gastropoda)";"";"";"";"Les Gastéropodes";"Les Escargots";"Les Gastéropodes";"Les Escargots";"Les Escargots";"Mollusca";NA;"Gastropoda";NA;"Stylommatophora";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"1";"0";"108";"132"
"qubs.escargots.taxon-escargot";"Le Bulime tronqué";"Rumina decollata";"merge_QUBS";"Le Bulime tronqué";"Rumina decollata";"Les Escargots (Gastropoda)";"";"";"";"Les Gastéropodes";"Les Escargots";"Les Gastéropodes";"Les Escargots";"Les Escargots";"Mollusca";NA;"Gastropoda";NA;"Stylommatophora";"";"";"taxon terminal";"Espèce";"Espèce";"";"1";"1";"1";"0";"108";"570"
