"thesaurus_bdd";"Nom français V1";"Nom latin V1";"Type de modification";"Nom français V2";"Nom latin V2";"Rang 1";"Rang 2";"Rang 3";"Rang 4";"Regroupement1a";"Regroupement1b";"Regroupement2a";"Regroupement2b";"Regroupement3";"Embranchement";"Sous-embranchement";"Classe";"Sous_classe&Infra_classe";"Ordre";"SousOrdre";"Famille";"Type taxon";"Niv_deter_global";"Niv_deter_detail";"Nb_sp";"Protocole Aspifaune";"Protocole Noctambules";"Protocole Escargot";"Protocole vers";"id_thesaurus_final";"id_thesaurus_bdd"
"qubs.taxon";"Les Cloportes Armadillomorphes";"Armadillidium, Armadillo, Eluma";"";"Les Cloportes Armadillomorphes";"Armadillidium, Armadillo, Eluma";"Les Cloportes (Oniscidea)";"Les Cloportes Armadillomorphes (Armadillidium, Armadillo, Eluma)";"";"";"Les Crustacés terrestres";"Les Cloportes";"Les Crustacés terrestres";"Les Crustacés";"Les Cloportes";"Arthropoda";"Crustacea";"Malacostraca";NA;"Isopoda";"Oniscidea";"";"taxon intermédiaire";"Plusieurs familles";"Trois ? genre de cloportes";"";"1";"1";"0";"0";"262";"313"
"qubs.taxon";"L'Armadillo officinal";"Armadillo officinalis";"";"L'Armadillo officinal";"Armadillo officinalis";"Les Cloportes (Oniscidea)";"Les Cloportes Armadillomorphes (Armadillidium, Armadillo, Eluma)";"";"";"Les Crustacés terrestres";"Les Cloportes";"Les Crustacés terrestres";"Les Crustacés";"Les Cloportes";"Arthropoda";"Crustacea";"Malacostraca";NA;"Isopoda";"Oniscidea";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"271";"322"
"qubs.taxon";"L'Elume veloutée";"Eluma caelatum";"";"L'Elume veloutée";"Eluma caelatum";"Les Cloportes (Oniscidea)";"Les Cloportes Armadillomorphes (Armadillidium, Armadillo, Eluma)";"";"";"Les Crustacés terrestres";"Les Cloportes";"Les Crustacés terrestres";"Les Crustacés";"Les Cloportes";"Arthropoda";"Crustacea";"Malacostraca";NA;"Isopoda";"Oniscidea";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"270";"321"
"qubs.taxon";"Les Armadilles";"Armadillidium";"";"Les Armadilles";"Armadillidium";"Les Cloportes (Oniscidea)";"Les Cloportes Armadillomorphes (Armadillidium, Armadillo, Eluma)";"Les Armadilles (Armadillidium)";"";"Les Crustacés terrestres";"Les Cloportes";"Les Crustacés terrestres";"Les Crustacés";"Les Cloportes";"Arthropoda";"Crustacea";"Malacostraca";NA;"Isopoda";"Oniscidea";"";"taxon intermédiaire";"Genre";"Genre";"";"1";"1";"0";"0";"263";"314"
"qubs.taxon";"L'Armadille à long museau";"Armadillidium nasatum";"";"L'Armadille à long museau";"Armadillidium nasatum";"Les Cloportes (Oniscidea)";"Les Cloportes Armadillomorphes (Armadillidium, Armadillo, Eluma)";"Les Armadilles (Armadillidium)";"";"Les Crustacés terrestres";"Les Cloportes";"Les Crustacés terrestres";"Les Crustacés";"Les Cloportes";"Arthropoda";"Crustacea";"Malacostraca";NA;"Isopoda";"Oniscidea";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"265";"316"
"qubs.taxon";"L'Armadille commune";"Armadillidium vulgare";"";"L'Armadille commune";"Armadillidium vulgare";"Les Cloportes (Oniscidea)";"Les Cloportes Armadillomorphes (Armadillidium, Armadillo, Eluma)";"Les Armadilles (Armadillidium)";"";"Les Crustacés terrestres";"Les Cloportes";"Les Crustacés terrestres";"Les Crustacés";"Les Cloportes";"Arthropoda";"Crustacea";"Malacostraca";NA;"Isopoda";"Oniscidea";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"264";"315"
"qubs.taxon";"L'Armadille déprimée";"Armadillidium depressum";"";"L'Armadille déprimée";"Armadillidium depressum";"Les Cloportes (Oniscidea)";"Les Cloportes Armadillomorphes (Armadillidium, Armadillo, Eluma)";"Les Armadilles (Armadillidium)";"";"Les Crustacés terrestres";"Les Cloportes";"Les Crustacés terrestres";"Les Crustacés";"Les Cloportes";"Arthropoda";"Crustacea";"Malacostraca";NA;"Isopoda";"Oniscidea";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"266";"317"
"qubs.taxon";"L'Armadille granulée";"Armadillidium granulatum";"";"L'Armadille granulée";"Armadillidium granulatum";"Les Cloportes (Oniscidea)";"Les Cloportes Armadillomorphes (Armadillidium, Armadillo, Eluma)";"Les Armadilles (Armadillidium)";"";"Les Crustacés terrestres";"Les Cloportes";"Les Crustacés terrestres";"Les Crustacés";"Les Cloportes";"Arthropoda";"Crustacea";"Malacostraca";NA;"Isopoda";"Oniscidea";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"267";"318"
"qubs.taxon";"L'Armadille zébrée";"Armadillidium maculatum";"";"L'Armadille zébrée";"Armadillidium maculatum";"Les Cloportes (Oniscidea)";"Les Cloportes Armadillomorphes (Armadillidium, Armadillo, Eluma)";"Les Armadilles (Armadillidium)";"";"Les Crustacés terrestres";"Les Cloportes";"Les Crustacés terrestres";"Les Crustacés";"Les Cloportes";"Arthropoda";"Crustacea";"Malacostraca";NA;"Isopoda";"Oniscidea";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"269";"320"
"qubs.taxon";"Les Armadilles colorées";"Armadillidium pictum et pulchellum";"";"Les Armadilles colorées";"Armadillidium pictum et pulchellum";"Les Cloportes (Oniscidea)";"Les Cloportes Armadillomorphes (Armadillidium, Armadillo, Eluma)";"Les Armadilles (Armadillidium)";"";"Les Crustacés terrestres";"Les Cloportes";"Les Crustacés terrestres";"Les Crustacés";"Les Cloportes";"Arthropoda";"Crustacea";"Malacostraca";NA;"Isopoda";"Oniscidea";"";"taxon terminal";"Morphoespèce";"Deux espèces du genre Armadillidium difficilement différenciable ayant une caractéristique morphologique commune : motifs colorés?";"2";"1";"1";"0";"0";"268";"319"
"qubs.taxon";"Les Cloportes échancrés";"Philoscia, Porcellionides et autres genres";"";"Les Cloportes échancrés";"Philoscia, Porcellionides et autres genres";"Les Cloportes (Oniscidea)";"Les Cloportes échancrés (Philoscia, Porcellionides et autres genres)";"";"";"Les Crustacés terrestres";"Les Cloportes";"Les Crustacés terrestres";"Les Crustacés";"Les Cloportes";"Arthropoda";"Crustacea";"Malacostraca";NA;"Isopoda";"Oniscidea";"";"taxon intermédiaire";"Plusieurs familles";"xxxx";"";"1";"1";"0";"0";"241";"291"
"qubs.taxon";"La Lygie des Hypnes";"Ligidium hypnorum";"";"La Lygie des Hypnes";"Ligidium hypnorum";"Les Cloportes (Oniscidea)";"Les Cloportes échancrés (Philoscia, Porcellionides et autres genres)";"";"";"Les Crustacés terrestres";"Les Cloportes";"Les Crustacés terrestres";"Les Crustacés";"Les Cloportes";"Arthropoda";"Crustacea";"Malacostraca";NA;"Isopoda";"Oniscidea";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"243";"293"
"qubs.taxon";"La Tiroloscie pyrénéenne";"Tiroloscia pyrenaica";"";"La Tiroloscie pyrénéenne";"Tiroloscia pyrenaica";"Les Cloportes (Oniscidea)";"Les Cloportes échancrés (Philoscia, Porcellionides et autres genres)";"";"";"Les Crustacés terrestres";"Les Cloportes";"Les Crustacés terrestres";"Les Crustacés";"Les Cloportes";"Arthropoda";"Crustacea";"Malacostraca";NA;"Isopoda";"Oniscidea";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"242";"292"
"qubs.taxon";"Le Cloporte des platanes";"Acaeroplastes melanurus";"";"Le Cloporte des platanes";"Acaeroplastes melanurus";"Les Cloportes (Oniscidea)";"Les Cloportes échancrés (Philoscia, Porcellionides et autres genres)";"";"";"Les Crustacés terrestres";"Les Cloportes";"Les Crustacés terrestres";"Les Crustacés";"Les Cloportes";"Arthropoda";"Crustacea";"Malacostraca";NA;"Isopoda";"Oniscidea";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"244";"294"
"qubs.taxon";"Le Porcellionide pruineux";"Porcellionides pruinosus";"";"Le Porcellionide pruineux";"Porcellionides pruinosus";"Les Cloportes (Oniscidea)";"Les Cloportes échancrés (Philoscia, Porcellionides et autres genres)";"";"";"Les Crustacés terrestres";"Les Cloportes";"Les Crustacés terrestres";"Les Crustacés";"Les Cloportes";"Arthropoda";"Crustacea";"Malacostraca";NA;"Isopoda";"Oniscidea";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"245";"296"
"qubs.taxon";"Les Cloportes ceinturés";"Porcellionides, Orthometopon";"modif_appelation";"Les Cloportes ceinturés";"Porcellionides, Orthometopon planum";"Les Cloportes (Oniscidea)";"Les Cloportes échancrés (Philoscia, Porcellionides et autres genres)";"";"";"Les Crustacés terrestres";"Les Cloportes";"Les Crustacés terrestres";"Les Crustacés";"Les Cloportes";"Arthropoda";"Crustacea";"Malacostraca";NA;"Isopoda";"Oniscidea";"";"taxon terminal";"Plusieurs genres";"xxxx";"";"1";"1";"0";"0";"39";"295"
"qubs.taxon";"Les Chaetophiloscies";"Chaetophiloscia sicula, elongata et cellaria";"";"Les Chaetophiloscies";"Chaetophiloscia sicula, elongata et cellaria";"Les Cloportes (Oniscidea)";"Les Cloportes échancrés (Philoscia, Porcellionides et autres genres)";"Les Chaetophiloscies (Chaetophiloscia sicula, elongata et cellaria)";"";"Les Crustacés terrestres";"Les Cloportes";"Les Crustacés terrestres";"Les Crustacés";"Les Cloportes";"Arthropoda";"Crustacea";"Malacostraca";NA;"Isopoda";"Oniscidea";"";"taxon intermédiaire";"Genre";"Genre ?";"3";"1";"1";"0";"0";"249";"300"
"qubs.taxon";"La Chaetophiloscie allongée";"Chaetophiloscia elongata";"";"La Chaetophiloscie allongée";"Chaetophiloscia elongata";"Les Cloportes (Oniscidea)";"Les Cloportes échancrés (Philoscia, Porcellionides et autres genres)";"Les Chaetophiloscies (Chaetophiloscia sicula, elongata et cellaria)";"";"Les Crustacés terrestres";"Les Cloportes";"Les Crustacés terrestres";"Les Crustacés";"Les Cloportes";"Arthropoda";"Crustacea";"Malacostraca";NA;"Isopoda";"Oniscidea";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"250";"301"
"qubs.taxon";"La Chaetophiloscie cellaire";"Chaetophiloscia cellaria";"";"La Chaetophiloscie cellaire";"Chaetophiloscia cellaria";"Les Cloportes (Oniscidea)";"Les Cloportes échancrés (Philoscia, Porcellionides et autres genres)";"Les Chaetophiloscies (Chaetophiloscia sicula, elongata et cellaria)";"";"Les Crustacés terrestres";"Les Cloportes";"Les Crustacés terrestres";"Les Crustacés";"Les Cloportes";"Arthropoda";"Crustacea";"Malacostraca";NA;"Isopoda";"Oniscidea";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"252";"303"
"qubs.taxon";"La Chaetophiloscie fuseau";"Chaetophiloscia sicula";"";"La Chaetophiloscie fuseau";"Chaetophiloscia sicula";"Les Cloportes (Oniscidea)";"Les Cloportes échancrés (Philoscia, Porcellionides et autres genres)";"Les Chaetophiloscies (Chaetophiloscia sicula, elongata et cellaria)";"";"Les Crustacés terrestres";"Les Cloportes";"Les Crustacés terrestres";"Les Crustacés";"Les Cloportes";"Arthropoda";"Crustacea";"Malacostraca";NA;"Isopoda";"Oniscidea";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"251";"302"
"qubs.taxon";"Les Philoscies";"Philoscia muscorum et affinis";"";"Les Philoscies";"Philoscia muscorum et affinis";"Les Cloportes (Oniscidea)";"Les Cloportes échancrés (Philoscia, Porcellionides et autres genres)";"Les Philoscies (Philoscia muscorum et affinis)";"";"Les Crustacés terrestres";"Les Cloportes";"Les Crustacés terrestres";"Les Crustacés";"Les Cloportes";"Arthropoda";"Crustacea";"Malacostraca";NA;"Isopoda";"Oniscidea";"";"taxon intermédiaire";"Genre";"Genre";"2";"1";"1";"0";"0";"246";"297"
"qubs.taxon";"La Philoscie apparente";"Philoscia affinis";"";"La Philoscie apparente";"Philoscia affinis";"Les Cloportes (Oniscidea)";"Les Cloportes échancrés (Philoscia, Porcellionides et autres genres)";"Les Philoscies (Philoscia muscorum et affinis)";"";"Les Crustacés terrestres";"Les Cloportes";"Les Crustacés terrestres";"Les Crustacés";"Les Cloportes";"Arthropoda";"Crustacea";"Malacostraca";NA;"Isopoda";"Oniscidea";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"248";"299"
"qubs.taxon";"La Philoscie des mousses";"Philoscia muscorum";"";"La Philoscie des mousses";"Philoscia muscorum";"Les Cloportes (Oniscidea)";"Les Cloportes échancrés (Philoscia, Porcellionides et autres genres)";"Les Philoscies (Philoscia muscorum et affinis)";"";"Les Crustacés terrestres";"Les Cloportes";"Les Crustacés terrestres";"Les Crustacés";"Les Cloportes";"Arthropoda";"Crustacea";"Malacostraca";NA;"Isopoda";"Oniscidea";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"247";"298"
"qubs.taxon";"Les Cloportes larges";"Porcellio, Oniscus et autres genres";"";"Les Cloportes larges";"Porcellio, Oniscus et autres genres";"Les Cloportes (Oniscidea)";"Les Cloportes larges (Porcellio, Oniscus et autres genres)";"";"";"Les Crustacés terrestres";"Les Cloportes";"Les Crustacés terrestres";"Les Crustacés";"Les Cloportes";"Arthropoda";"Crustacea";"Malacostraca";NA;"Isopoda";"Oniscidea";"";"taxon intermédiaire";"Plusieurs familles";"xxxx";"";"1";"1";"0";"0";"253";"304"
"qubs.taxon";"L'Aselle des murs";"Oniscus asellus";"";"L'Aselle des murs";"Oniscus asellus";"Les Cloportes (Oniscidea)";"Les Cloportes larges (Porcellio, Oniscus et autres genres)";"";"";"Les Crustacés terrestres";"Les Cloportes";"Les Crustacés terrestres";"Les Crustacés";"Les Cloportes";"Arthropoda";"Crustacea";"Malacostraca";NA;"Isopoda";"Oniscidea";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"258";"309"
"qubs.taxon";"Le Cloporte de Rathke";"Trachelipus rathkii";"";"Le Cloporte de Rathke";"Trachelipus rathkii";"Les Cloportes (Oniscidea)";"Les Cloportes larges (Porcellio, Oniscus et autres genres)";"";"";"Les Crustacés terrestres";"Les Cloportes";"Les Crustacés terrestres";"Les Crustacés";"Les Cloportes";"Arthropoda";"Crustacea";"Malacostraca";NA;"Isopoda";"Oniscidea";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"254";"305"
"qubs.taxon";"Le Cylistice convexe";"Cylisticus convexus";"";"Le Cylistice convexe";"Cylisticus convexus";"Les Cloportes (Oniscidea)";"Les Cloportes larges (Porcellio, Oniscus et autres genres)";"";"";"Les Crustacés terrestres";"Les Cloportes";"Les Crustacés terrestres";"Les Crustacés";"Les Cloportes";"Arthropoda";"Crustacea";"Malacostraca";NA;"Isopoda";"Oniscidea";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"255";"306"
"qubs.taxon";"Le Porcellio dilaté";"Porcellio dilatatus";"";"Le Porcellio dilaté";"Porcellio dilatatus";"Les Cloportes (Oniscidea)";"Les Cloportes larges (Porcellio, Oniscus et autres genres)";"";"";"Les Crustacés terrestres";"Les Cloportes";"Les Crustacés terrestres";"Les Crustacés";"Les Cloportes";"Arthropoda";"Crustacea";"Malacostraca";NA;"Isopoda";"Oniscidea";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"261";"312"
"qubs.taxon";"Le Porcellio lisse";"Porcellio laevis";"";"Le Porcellio lisse";"Porcellio laevis";"Les Cloportes (Oniscidea)";"Les Cloportes larges (Porcellio, Oniscus et autres genres)";"";"";"Les Crustacés terrestres";"Les Cloportes";"Les Crustacés terrestres";"Les Crustacés";"Les Cloportes";"Arthropoda";"Crustacea";"Malacostraca";NA;"Isopoda";"Oniscidea";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"257";"308"
"qubs.taxon";"Le Porcellio monticole";"Porcellio monticola";"";"Le Porcellio monticole";"Porcellio monticola";"Les Cloportes (Oniscidea)";"Les Cloportes larges (Porcellio, Oniscus et autres genres)";"";"";"Les Crustacés terrestres";"Les Cloportes";"Les Crustacés terrestres";"Les Crustacés";"Les Cloportes";"Arthropoda";"Crustacea";"Malacostraca";NA;"Isopoda";"Oniscidea";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"260";"311"
"qubs.taxon";"Le Porcellio rugueux";"Porcellio scaber";"";"Le Porcellio rugueux";"Porcellio scaber";"Les Cloportes (Oniscidea)";"Les Cloportes larges (Porcellio, Oniscus et autres genres)";"";"";"Les Crustacés terrestres";"Les Cloportes";"Les Crustacés terrestres";"Les Crustacés";"Les Cloportes";"Arthropoda";"Crustacea";"Malacostraca";NA;"Isopoda";"Oniscidea";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"256";"307"
"qubs.taxon";"Le Porcellio spinicorne";"Porcellio spinicornis";"";"Le Porcellio spinicorne";"Porcellio spinicornis";"Les Cloportes (Oniscidea)";"Les Cloportes larges (Porcellio, Oniscus et autres genres)";"";"";"Les Crustacés terrestres";"Les Cloportes";"Les Crustacés terrestres";"Les Crustacés";"Les Cloportes";"Arthropoda";"Crustacea";"Malacostraca";NA;"Isopoda";"Oniscidea";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"259";"310"
"qubs.taxon";"Les Géophilomorphes";"Geophilomorpha";"";"Les Géophilomorphes";"Geophilomorpha";"Les Mille-pattes (Myriapoda)";"Les Chilopodes (Chilopoda)";"Les Géophilomorphes (Geophilomorpha)";"";"Les Milles-pattes";"Les Chilopodes";"Les Milles-pattes";"Les Milles-pattes";"Les Milles-pattes";"Arthropoda";"Myriapoda";"Chilopoda";NA;"Geophilomorpha";"";"";"taxon intermédiaire";"Ordre";"Ordre";"";"1";"1";"0";"0";"212";"257"
"qubs.taxon";"Les Himantarides";"Himantariidae";"";"Les Himantarides";"Himantariidae";"Les Mille-pattes (Myriapoda)";"Les Chilopodes (Chilopoda)";"Les Géophilomorphes (Geophilomorpha)";"";"Les Milles-pattes";"Les Chilopodes";"Les Milles-pattes";"Les Milles-pattes";"Les Milles-pattes";"Arthropoda";"Myriapoda";"Chilopoda";NA;"Geophilomorpha";"";"";"taxon terminal";"Famille";"Famille";"";"1";"1";"0";"0";"213";"258"
"qubs.taxon";"Les Litobiomorphes";"Lithobiomorpha";"modif_appelation";"Les Lithobiomorphes";"Lithobiomorpha";"Les Mille-pattes (Myriapoda)";"Les Chilopodes (Chilopoda)";"";"";"Les Milles-pattes";"Les Chilopodes";"Les Milles-pattes";"Les Milles-pattes";"Les Milles-pattes";"Arthropoda";"Myriapoda";"Chilopoda";NA;"Lithobiomorpha";"";"";"taxon terminal";"Ordre";"Ordre";"";"1";"1";"0";"0";"33";"253"
"qubs.taxon";"Les Scolopendromorphes";"Scolopendromorpha";"";"Les Scolopendromorphes";"Scolopendromorpha";"Les Mille-pattes (Myriapoda)";"Les Chilopodes (Chilopoda)";"Les Scolopendromorphes (Scolopendromorpha)";"";"Les Milles-pattes";"Les Chilopodes";"Les Milles-pattes";"Les Milles-pattes";"Les Milles-pattes";"Arthropoda";"Myriapoda";"Chilopoda";NA;"Scolopendromorpha";"";"";"taxon intermédiaire";"Ordre";"Ordre";"";"1";"1";"0";"0";"210";"254"
"qubs.taxon";"La Scolopendre annelée";"Scolopendra cingulata";"";"La Scolopendre annelée";"Scolopendra cingulata";"Les Mille-pattes (Myriapoda)";"Les Chilopodes (Chilopoda)";"Les Scolopendromorphes (Scolopendromorpha)";"";"Les Milles-pattes";"Les Chilopodes";"Les Milles-pattes";"Les Milles-pattes";"Les Milles-pattes";"Arthropoda";"Myriapoda";"Chilopoda";NA;"Scolopendromorpha";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"211";"255"
"qubs.taxon";"Les Cryptops";"Cryptops hortensis et autres espèces";"modif_appelation";"Les Cryptops";"Cryptops";"Les Mille-pattes (Myriapoda)";"Les Chilopodes (Chilopoda)";"Les Scolopendromorphes (Scolopendromorpha)";"";"Les Milles-pattes";"Les Chilopodes";"Les Milles-pattes";"Les Milles-pattes";"Les Milles-pattes";"Arthropoda";"Myriapoda";"Chilopoda";NA;"Scolopendromorpha";"";"";"taxon terminal";"Genre";"Genre";"";"1";"1";"0";"0";"34";"256"
"qubs.taxon";"La Scutigère véloce";"Scutigera coleoptrata";"";"La Scutigère véloce";"Scutigera coleoptrata";"Les Mille-pattes (Myriapoda)";"Les Chilopodes (Chilopoda)";"";"";"Les Milles-pattes";"Les Chilopodes";"Les Milles-pattes";"Les Milles-pattes";"Les Milles-pattes";"Arthropoda";"Myriapoda";"Chilopoda";NA;"Scutigeromorpha";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"209";"252"
"qubs.taxon";"Les Chilopodes";"Chilopoda";"";"Les Chilopodes";"Chilopoda";"Les Mille-pattes (Myriapoda)";"Les Chilopodes (Chilopoda)";"";"";"Les Milles-pattes";"Les Chilopodes";"Les Milles-pattes";"Les Milles-pattes";"Les Milles-pattes";"Arthropoda";"Myriapoda";"Chilopoda";NA;NA;"";"";"taxon intermédiaire";"Classe";"Classe";"";"1";"1";"0";"0";"208";"251"
"qubs.taxon";"Le Callipus fétide";"Callipus foetidissimus";"";"Le Callipus fétide";"Callipus foetidissimus";"Les Mille-pattes (Myriapoda)";"Les Diplopodes (Diplopoda)";"";"";"Les Milles-pattes";"Les Diplopodes";"Les Milles-pattes";"Les Milles-pattes";"Les Milles-pattes";"Arthropoda";"Myriapoda";"Diplopoda";NA;"Callipodida";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"217";"271"
"qubs.taxon";"Les Chordeumatides";"Chordeumatida";"";"Les Chordeumatides";"Chordeumatida";"Les Mille-pattes (Myriapoda)";"Les Diplopodes (Diplopoda)";"Les Chordeumatides (Chordeumatida)";"";"Les Milles-pattes";"Les Diplopodes";"Les Milles-pattes";"Les Milles-pattes";"Les Milles-pattes";"Arthropoda";"Myriapoda";"Diplopoda";NA;"Chordeumatida";"";"";"taxon intermédiaire";"Ordre";"Ordre";"";"1";"1";"0";"0";"228";"275"
"qubs.taxon";"Les Faux Polydesmes";"Nanogona";"";"Les Faux Polydesmes";"Nanogona";"Les Mille-pattes (Myriapoda)";"Les Diplopodes (Diplopoda)";"Les Chordeumatides (Chordeumatida)";"";"Les Milles-pattes";"Les Diplopodes";"Les Milles-pattes";"Les Milles-pattes";"Les Milles-pattes";"Arthropoda";"Myriapoda";"Diplopoda";NA;"Chordeumatida";"";"";"taxon terminal";"Genre";"Genre";"";"1";"1";"0";"0";"229";"276"
"qubs.taxon";"Les Glomérides";"Glomerida";"";"Les Glomérides";"Glomerida";"Les Mille-pattes (Myriapoda)";"Les Diplopodes (Diplopoda)";"Les Glomérides (Glomerida)";"";"Les Milles-pattes";"Les Diplopodes";"Les Milles-pattes";"Les Milles-pattes";"Les Milles-pattes";"Arthropoda";"Myriapoda";"Diplopoda";NA;"Glomerida";"";"";"taxon intermédiaire";"Ordre";"Ordre";"";"1";"1";"0";"0";"230";"277"
"qubs.taxon";"Le Gloméris annelé";"Glomeris annulata";"";"Le Gloméris annelé";"Glomeris annulata";"Les Mille-pattes (Myriapoda)";"Les Diplopodes (Diplopoda)";"Les Glomérides (Glomerida)";"";"Les Milles-pattes";"Les Diplopodes";"Les Milles-pattes";"Les Milles-pattes";"Les Milles-pattes";"Arthropoda";"Myriapoda";"Diplopoda";NA;"Glomerida";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"232";"279"
"qubs.taxon";"Le Gloméris intermédiaire";"Glomeris intermedia";"";"Le Gloméris intermédiaire";"Glomeris intermedia";"Les Mille-pattes (Myriapoda)";"Les Diplopodes (Diplopoda)";"Les Glomérides (Glomerida)";"";"Les Milles-pattes";"Les Diplopodes";"Les Milles-pattes";"Les Milles-pattes";"Les Milles-pattes";"Arthropoda";"Myriapoda";"Diplopoda";NA;"Glomerida";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"234";"281"
"qubs.taxon";"Le Gloméris marginé";"Glomeris marginata";"";"Le Gloméris marginé";"Glomeris marginata";"Les Mille-pattes (Myriapoda)";"Les Diplopodes (Diplopoda)";"Les Glomérides (Glomerida)";"";"Les Milles-pattes";"Les Diplopodes";"Les Milles-pattes";"Les Milles-pattes";"Les Milles-pattes";"Arthropoda";"Myriapoda";"Diplopoda";NA;"Glomerida";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"231";"278"
"qubs.taxon";"Le Gloméris transalpin";"Glomeris transalpina";"";"Le Gloméris transalpin";"Glomeris transalpina";"Les Mille-pattes (Myriapoda)";"Les Diplopodes (Diplopoda)";"Les Glomérides (Glomerida)";"";"Les Milles-pattes";"Les Diplopodes";"Les Milles-pattes";"Les Milles-pattes";"Les Milles-pattes";"Arthropoda";"Myriapoda";"Diplopoda";NA;"Glomerida";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"233";"280"
"qubs.taxon";"Les Gloméris à motifs irréguliers";"Glomeris ligurica et autres espèces";"modif_appelation";"Les Gloméris à motifs irréguliers";"Glomeris";"Les Mille-pattes (Myriapoda)";"Les Diplopodes (Diplopoda)";"Les Glomérides (Glomerida)";"";"Les Milles-pattes";"Les Diplopodes";"Les Milles-pattes";"Les Milles-pattes";"Les Milles-pattes";"Arthropoda";"Myriapoda";"Diplopoda";NA;"Glomerida";"";"";"taxon terminal";"Morphoespèce";"Plusieurs espèce du genre Glomeris ayant une caractéristique morphologique commune : présence de motifs irréguliers";"";"1";"1";"0";"0";"37";"283"
"qubs.taxon";"Les Gloméris à tâches jaunes ou orangées";"Glomeris esterelana et autres espèces";"modif_appelation";"Les Gloméris à tâches jaunes ou orangées";"Glomeris";"Les Mille-pattes (Myriapoda)";"Les Diplopodes (Diplopoda)";"Les Glomérides (Glomerida)";"";"Les Milles-pattes";"Les Diplopodes";"Les Milles-pattes";"Les Milles-pattes";"Les Milles-pattes";"Arthropoda";"Myriapoda";"Diplopoda";NA;"Glomerida";"";"";"taxon terminal";"Morphoespèce";"Plusieurs espèce du genre Glomeris ayant une caractéristique morphologique commune : taches jaunes ou orangées";"";"1";"1";"0";"0";"36";"282"
"qubs.taxon";"Les Iules";"Julida";"";"Les Iules";"Julida";"Les Mille-pattes (Myriapoda)";"Les Diplopodes (Diplopoda)";"Les Iules (Julida)";"";"Les Milles-pattes";"Les Diplopodes";"Les Milles-pattes";"Les Milles-pattes";"Les Milles-pattes";"Arthropoda";"Myriapoda";"Diplopoda";NA;"Julida";"";"";"taxon intermédiaire";"Ordre";"Ordre";"";"1";"1";"0";"0";"218";"262"
"qubs.taxon";"Le Iule à tête rousse";"Cylindroiulus broti";"";"Le Iule à tête rousse";"Cylindroiulus broti";"Les Mille-pattes (Myriapoda)";"Les Diplopodes (Diplopoda)";"Les Iules (Julida)";"";"Les Milles-pattes";"Les Diplopodes";"Les Milles-pattes";"Les Milles-pattes";"Les Milles-pattes";"Arthropoda";"Myriapoda";"Diplopoda";NA;"Julida";"";"";"taxon terminal";"Espèce";"Espèce";"1";"1";"1";"0";"0";"225";"269"
